seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr10	79397237	79397307	71	*	X00382	3778	78629359	79397577	768219	-	0	inside	269	KCNMA1
chr10	79398450	79398616	167	*	X00383	3778	78629359	79397577	768219	-	872	upstream	872	KCNMA1
chr10	79398299	79398616	318	*	X00384	3778	78629359	79397577	768219	-	721	upstream	721	KCNMA1
chr10	81892556	81892807	252	*	X00392	219348	81892258	81904784	12527	+	0	inside	297	PLAC9
chr10	81892343	81892381	39	*	X00393	219348	81892258	81904784	12527	+	0	inside	84	PLAC9
chr10	82116135	82116254	120	*	X00396	143241	82095861	82116514	20654	-	0	inside	259	DYDC1
chr10	85953189	85953353	165	*	X00400	92211	85954412	85979376	24965	+	1058	upstream	1058	CDHR1
chr10	85954194	85954328	135	*	X00401	92211	85954412	85979376	24965	+	83	upstream	83	CDHR1
chr10	85954689	85954868	180	*	X00402	92211	85954412	85979376	24965	+	0	inside	276	CDHR1
chr10	85954689	85954868	180	*	X00403	92211	85954412	85979376	24965	+	0	inside	276	CDHR1
chr10	88126823	88126920	98	*	X00412	2894	87359312	88126250	766939	-	572	upstream	572	GRID1
chr10	88127102	88127115	14	*	X00413	2894	87359312	88126250	766939	-	851	upstream	851	GRID1
chr10	88126951	88127115	165	*	X00414	2894	87359312	88126250	766939	-	700	upstream	700	GRID1
chr10	90639530	90639664	135	*	X00429	57559	90639944	90734910	94967	+	279	upstream	279	STAMBPL1
chr10	90750695	90750889	195	*	X00430	59	90694831	90751147	56317	-	0	inside	257	ACTA2
chr10	90966693	90966797	105	*	X00431	9023	90965694	90967071	1378	-	0	inside	273	CH25H
chr10	91295248	91295268	21	*	X00435	387700	91190051	91295313	105263	-	0	inside	44	SLC16A12
chr10	91295864	91295892	29	*	X00436	387700	91190051	91295313	105263	-	550	upstream	550	SLC16A12
chr10	91295758	91295892	135	*	X00437	387700	91190051	91295313	105263	-	444	upstream	444	SLC16A12
chr10	92618291	92618470	180	*	X00441	3363	92500576	92617671	117096	-	619	upstream	619	HTR7
chr10	92920767	92920880	114	*	X00446	84333	92922769	93044088	121320	+	1888	upstream	1888	PCGF5
chr10	92920767	92920880	114	*	X00447	84333	92922769	93044088	121320	+	1888	upstream	1888	PCGF5
chr10	92922042	92922069	28	*	X00448	84333	92922769	93044088	121320	+	699	upstream	699	PCGF5
chr10	92922122	92922161	40	*	X00449	84333	92922769	93044088	121320	+	607	upstream	607	PCGF5
chr10	92922042	92922161	120	*	X00450	84333	92922769	93044088	121320	+	607	upstream	607	PCGF5
chr10	94819816	94819934	119	*	X00456	340665	94821021	94828454	7434	+	1086	upstream	1086	CYP26C1
chr10	94820175	94820295	121	*	X00457	340665	94821021	94828454	7434	+	725	upstream	725	CYP26C1
chr10	94832446	94832595	150	*	X00458	1592	94833232	94837641	4410	+	636	upstream	636	CYP26A1
chr10	94833241	94833405	165	*	X00459	1592	94833232	94837641	4410	+	0	inside	8	CYP26A1
chr10	94833496	94833600	105	*	X00460	1592	94833232	94837641	4410	+	0	inside	263	CYP26A1
chr10	95325396	95325474	79	*	X00466	338557	95326422	95349829	23408	+	947	upstream	947	FFAR4
chr10	95361145	95361174	30	*	X00472	5950	95351593	95360993	9401	-	151	upstream	151	RBP4
chr10	95752903	95753022	120	*	X00476	51196	95753746	96088148	334403	+	723	upstream	723	PLCE1
chr10	95752903	95753022	120	*	X00477	51196	95753746	96088148	334403	+	723	upstream	723	PLCE1
chr10	95753801	95753877	77	*	X00478	51196	95753746	96088148	334403	+	0	inside	54	PLCE1
chr10	98480555	98480812	258	*	X00485	118788	98353069	98480279	127211	-	275	upstream	275	PIK3AP1
chr10	98945583	98945732	150	*	X00490	6585	98757795	98945683	187889	-	0	overlapStart	0	SLIT1
chr10	98946043	98946257	215	*	X00491	6585	98757795	98945683	187889	-	359	upstream	359	SLIT1
chr10	98946318	98946452	135	*	X00492	6585	98757795	98945683	187889	-	634	upstream	634	SLIT1
chr10	98946978	98947013	36	*	X00493	6585	98757795	98945683	187889	-	1294	upstream	1294	SLIT1
chr10	99259421	99259460	40	*	X00497	64210	99218081	99258513	40433	-	907	upstream	907	MMS19
chr10	99259581	99259715	135	*	X00498	64210	99218081	99258513	40433	-	1067	upstream	1067	MMS19
chr10	99260076	99260084	9	*	X00499	64210	99218081	99258513	40433	-	1562	upstream	1562	MMS19
chr10	99260162	99260225	64	*	X00500	64210	99218081	99258513	40433	-	1648	upstream	1648	MMS19
chr10	99260076	99260225	150	*	X00501	64210	99218081	99258513	40433	-	1562	upstream	1562	MMS19
chr10	99533343	99533417	75	*	X00512	6425	99526508	99531756	5249	-	1586	upstream	1586	SFRP5
chr10	99532833	99532897	65	*	X00513	6425	99526508	99531756	5249	-	1076	upstream	1076	SFRP5
chr10	99532833	99532935	103	*	X00514	6425	99526508	99531756	5249	-	1076	upstream	1076	SFRP5
chr10	99609004	99609153	150	*	X00515	401647	99609995	99631335	21341	+	841	upstream	841	GOLGA7B
chr10	99610213	99610293	81	*	X00516	401647	99609995	99631335	21341	+	0	inside	217	GOLGA7B
chr10	99791338	99791472	135	*	X00523	55118	99624757	99790585	165829	-	752	upstream	752	CRTAC1
chr10	100995481	100995600	120	*	X00527	60495	100216834	100995632	778799	-	0	inside	31	HPSE2
chr10	102503605	102503799	195	*	X00596	5076	102505468	102589698	84231	+	1668	upstream	1668	PAX2
chr10	102503950	102504159	210	*	X00597	5076	102505468	102589698	84231	+	1308	upstream	1308	PAX2
chr10	102504610	102504811	202	*	X00598	5076	102505468	102589698	84231	+	656	upstream	656	PAX2
chr10	102790206	102790252	47	*	X00623	81855	102790996	102800998	10003	+	743	upstream	743	SFXN3
chr10	102790508	102790642	135	*	X00624	81855	102790996	102800998	10003	+	353	upstream	353	SFXN3
chr10	102790508	102790642	135	*	X00624	79955	102767440	102790914	23475	-	0	inside	271	PDZD7
chr10	102791498	102791677	180	*	X00625	79955	102767440	102790914	23475	-	583	upstream	583	PDZD7
chr10	102792353	102792487	135	*	X00626	79955	102767440	102790914	23475	-	1438	upstream	1438	PDZD7
chr10	102792353	102792487	135	*	X00627	79955	102767440	102790914	23475	-	1438	upstream	1438	PDZD7
chr10	102988730	102988923	194	*	X00660	399806	102989351	102998616	9266	+	427	upstream	427	LBX1-AS1
chr10	102988730	102988923	194	*	X00660	10660	102986733	102988717	1985	-	12	upstream	12	LBX1
chr10	102989224	102989358	135	*	X00661	399806	102989351	102998616	9266	+	0	overlapStart	0	LBX1-AS1
chr10	102989224	102989358	135	*	X00661	10660	102986733	102988717	1985	-	506	upstream	506	LBX1
chr10	102989734	102989898	165	*	X00662	10660	102986733	102988717	1985	-	1016	upstream	1016	LBX1
chr10	103986404	103986538	135	*	X00695	83401	103986143	103989344	3202	+	0	inside	260	ELOVL3
chr10	104152627	104152746	120	*	X00703	4791	104153867	104162286	8420	+	1120	upstream	1120	NFKB2
chr10	104194408	104194512	105	*	X00715	79004	104183002	104192423	9422	-	1984	upstream	1984	CUEDC2
chr10	104194408	104194512	105	*	X00715	574447	104196269	104196341	73	+	1756	upstream	1756	MIR146B
chr10	104194408	104194512	105	*	X00716	79004	104183002	104192423	9422	-	1984	upstream	1984	CUEDC2
chr10	104194408	104194512	105	*	X00716	574447	104196269	104196341	73	+	1756	upstream	1756	MIR146B
chr10	104195332	104195356	25	*	X00717	574447	104196269	104196341	73	+	912	upstream	912	MIR146B
chr10	104195556	104195586	31	*	X00718	574447	104196269	104196341	73	+	682	upstream	682	MIR146B
chr10	104195848	104195931	84	*	X00719	574447	104196269	104196341	73	+	337	upstream	337	MIR146B
chr10	105036670	105036789	120	*	X00723	9118	105036920	105050108	13189	+	130	upstream	130	INA
chr10	105614408	105615037	630	*	X00734	9644	105348285	105615164	266880	-	0	inside	126	SH3PXD2A
chr10	106112757	106112876	120	*	X00735	159686	106113522	106214848	101327	+	645	upstream	645	CFAP58
chr10	106399043	106399118	76	*	X00738	22986	106400859	107024993	624135	+	1740	upstream	1740	SORCS3
chr10	106398984	106399118	135	*	X00739	22986	106400859	107024993	624135	+	1740	upstream	1740	SORCS3
chr10	106399944	106400078	135	*	X00740	22986	106400859	107024993	624135	+	780	upstream	780	SORCS3
chr10	106399944	106400078	135	*	X00741	22986	106400859	107024993	624135	+	780	upstream	780	SORCS3
chr10	106400885	106400903	19	*	X00742	22986	106400859	107024993	624135	+	0	inside	25	SORCS3
chr10	106400885	106400903	19	*	X00743	22986	106400859	107024993	624135	+	0	inside	25	SORCS3
chr10	108924065	108924229	165	*	X00753	114815	108333421	108924466	591046	-	0	inside	236	SORCS1
chr10	108924875	108925009	135	*	X00754	114815	108333421	108924466	591046	-	408	upstream	408	SORCS1
chr10	111966600	111966710	111	*	X00764	4601	111967363	112047123	79761	+	652	upstream	652	MXI1
chr10	111966921	111967040	120	*	X00765	4601	111967363	112047123	79761	+	322	upstream	322	MXI1
chr10	111967206	111967325	120	*	X00766	4601	111967363	112047123	79761	+	37	upstream	37	MXI1
chr10	112256688	112256822	135	*	X00776	1847	112257625	112271302	13678	+	802	upstream	802	DUSP5
chr10	112402296	112402337	42	*	X00780	282996	112404155	112599227	195073	+	1817	upstream	1817	RBM20
chr10	112402653	112402817	165	*	X00781	282996	112404155	112599227	195073	+	1337	upstream	1337	RBM20
chr10	115803132	115803142	11	*	X00790	153	115803806	115806667	2862	+	663	upstream	663	ADRB1
chr10	116164558	116164707	150	*	X00801	84632	116054583	116164515	109933	-	42	upstream	42	AFAP1L2
chr10	116164738	116164872	135	*	X00802	84632	116054583	116164515	109933	-	222	upstream	222	AFAP1L2
chr10	116528428	116528520	93	*	X00805	3983	116190869	116528019	337151	-	408	upstream	408	ABLIM1
chr10	116528390	116528520	131	*	X00806	3983	116190869	116528019	337151	-	370	upstream	370	ABLIM1
chr10	118033951	118034128	178	*	X00815	2674	117816442	118033126	216685	-	824	upstream	824	GFRA1
chr10	118034819	118034923	105	*	X00816	2674	117816442	118033126	216685	-	1692	upstream	1692	GFRA1
chr10	118897615	118897749	135	*	X00827	11023	118888032	118897812	9781	-	0	inside	62	VAX1
chr10	118898322	118898529	208	*	X00828	11023	118888032	118897812	9781	-	509	upstream	509	VAX1
chr10	118898980	118899011	32	*	X00829	11023	118888032	118897812	9781	-	1167	upstream	1167	VAX1
chr10	118899670	118899819	150	*	X00830	11023	118888032	118897812	9781	-	1857	upstream	1857	VAX1
chr10	118927525	118927644	120	*	X00844	100500893	118927189	118927285	97	-	239	upstream	239	MIR3663
chr10	119000095	119000229	135	*	X00851	6571	119000584	119038941	38358	+	354	upstream	354	SLC18A2
chr10	119300308	119300442	135	*	X00858	2018	119301956	119309057	7102	+	1513	upstream	1513	EMX2
chr10	119301433	119301582	150	*	X00859	2018	119301956	119309057	7102	+	373	upstream	373	EMX2
chr10	119301733	119301960	228	*	X00860	2018	119301956	119309057	7102	+	0	overlapStart	0	EMX2
chr10	120355030	120355164	135	*	X00876	2834	120352916	120355160	2245	-	0	overlapStart	0	PRLHR
chr10	120355030	120355164	135	*	X00877	2834	120352916	120355160	2245	-	0	overlapStart	0	PRLHR
chr10	120355300	120355441	142	*	X00878	2834	120352916	120355160	2245	-	139	upstream	139	PRLHR
chr10	121301998	121302009	12	*	X00883	6001	121259339	121302222	42884	-	0	inside	212	RGS10
chr10	122215968	122216132	165	*	X00884	196051	122216466	122349367	132902	+	333	upstream	333	PLPP4
chr10	122216358	122216377	20	*	X00885	196051	122216466	122349367	132902	+	88	upstream	88	PLPP4
chr10	124220009	124220128	120	*	X00894	5654	124221041	124274424	53384	+	912	upstream	912	HTRA1
chr10	124220009	124220128	120	*	X00895	5654	124221041	124274424	53384	+	912	upstream	912	HTRA1
chr10	124893763	124893987	225	*	X00900	340784	124895567	124897247	1681	+	1579	upstream	1579	HMX3
chr10	124894693	124894756	64	*	X00901	340784	124895567	124897247	1681	+	810	upstream	810	HMX3
chr10	124906302	124906406	105	*	X00915	3167	124907638	124910188	2551	+	1231	upstream	1231	HMX2
chr10	124906452	124906541	90	*	X00916	3167	124907638	124910188	2551	+	1096	upstream	1096	HMX2
chr10	124907202	124907240	39	*	X00917	3167	124907638	124910188	2551	+	397	upstream	397	HMX2
chr10	125425331	125425510	180	*	X00922	2849	125425871	125456913	31043	+	360	upstream	360	GPR26
chr10	125426007	125426040	34	*	X00923	2849	125425871	125456913	31043	+	0	inside	135	GPR26
chr10	125425331	125425510	180	*	X00924	2849	125425871	125456913	31043	+	360	upstream	360	GPR26
chr10	125426007	125426040	34	*	X00925	2849	125425871	125456913	31043	+	0	inside	135	GPR26
chr10	126138742	126138857	116	*	X00940	390010	126135998	126138550	2553	-	191	upstream	191	NKX1-2
chr10	131762943	131763190	248	*	X00956	253738	131633496	131762091	128596	-	851	upstream	851	EBF3
chr10	133795092	133795174	83	*	X00963	664	133781204	133795435	14232	-	0	inside	260	BNIP3
chr10	133998691	133998825	135	*	X00971	10570	134000414	134019280	18867	+	1588	upstream	1588	DPYSL4
chr10	133998691	133998825	135	*	X00972	10570	134000414	134019280	18867	+	1588	upstream	1588	DPYSL4
chr10	134599695	134599707	13	*	X00986	84504	134598320	134599537	1218	-	157	upstream	157	NKX6-2
chr10	134601422	134601450	29	*	X00987	84504	134598320	134599537	1218	-	1884	upstream	1884	NKX6-2
chr10	134601256	134601450	195	*	X00989	84504	134598320	134599537	1218	-	1718	upstream	1718	NKX6-2
chr10	135042774	135042878	105	*	X01009	8433	135043778	135045062	1285	+	899	upstream	899	UTF1
chr10	135042774	135042878	105	*	X01010	8433	135043778	135045062	1285	+	899	upstream	899	UTF1
chr10	135043314	135043318	5	*	X01011	8433	135043778	135045062	1285	+	459	upstream	459	UTF1
chr10	135043342	135043506	165	*	X01012	8433	135043778	135045062	1285	+	271	upstream	271	UTF1
chr10	135043642	135043647	6	*	X01013	8433	135043778	135045062	1285	+	130	upstream	130	UTF1
chr10	135049490	135049553	64	*	X01014	27287	135051408	135055433	4026	+	1854	upstream	1854	VENTX
chr10	135049084	135049553	470	*	X01015	27287	135051408	135055433	4026	+	1854	upstream	1854	VENTX
chr10	135051209	135051218	10	*	X01016	27287	135051408	135055433	4026	+	189	upstream	189	VENTX
chr10	135150425	135150529	105	*	X01043	50632	135138928	135150475	11548	-	0	overlapStart	0	CALY
chr10	135191589	135191600	12	*	X01044	196743	135192741	135205198	12458	+	1140	upstream	1140	PAOX
chr10	135191589	135191600	12	*	X01045	196743	135192741	135205198	12458	+	1140	upstream	1140	PAOX
chr11	287128	287271	144	*	X01046	80162	289138	295688	6551	+	1866	upstream	1866	PGGHG
chr11	287973	288261	289	*	X01047	80162	289138	295688	6551	+	876	upstream	876	PGGHG
chr11	287317	287321	5	*	X01048	80162	289138	295688	6551	+	1816	upstream	1816	PGGHG
chr11	287718	288261	544	*	X01049	80162	289138	295688	6551	+	876	upstream	876	PGGHG
chr11	288292	288441	150	*	X01050	80162	289138	295688	6551	+	696	upstream	696	PGGHG
chr11	288292	288441	150	*	X01051	80162	289138	295688	6551	+	696	upstream	696	PGGHG
chr11	288517	288636	120	*	X01052	80162	289138	295688	6551	+	501	upstream	501	PGGHG
chr11	626643	626747	105	*	X01056	53841	616565	626078	9514	-	564	upstream	564	CDHR5
chr11	636678	636714	37	*	X01057	1815	637305	640705	3401	+	590	upstream	590	DRD4
chr11	636778	636932	155	*	X01058	1815	637305	640705	3401	+	372	upstream	372	DRD4
chr11	636678	636932	255	*	X01059	1815	637305	640705	3401	+	372	upstream	372	DRD4
chr11	637173	637307	135	*	X01060	1815	637305	640705	3401	+	0	overlapStart	0	DRD4
chr11	1591967	1592176	210	*	X01075	338651	1593971	1620414	26444	+	1794	upstream	1794	KRTAP5-AS1
chr11	1592537	1592695	159	*	X01076	338651	1593971	1620414	26444	+	1275	upstream	1275	KRTAP5-AS1
chr11	1592877	1592908	32	*	X01077	338651	1593971	1620414	26444	+	1062	upstream	1062	KRTAP5-AS1
chr11	1592877	1592908	32	*	X01077	1850	1575281	1593150	17870	-	0	inside	241	DUSP8
chr11	1594377	1594621	245	*	X01078	1850	1575281	1593150	17870	-	1226	upstream	1226	DUSP8
chr11	1594362	1594621	260	*	X01079	1850	1575281	1593150	17870	-	1211	upstream	1211	DUSP8
chr11	1594697	1594846	150	*	X01080	1850	1575281	1593150	17870	-	1546	upstream	1546	DUSP8
chr11	1594697	1594846	150	*	X01081	1850	1575281	1593150	17870	-	1546	upstream	1546	DUSP8
chr11	1594868	1595347	480	*	X01082	1850	1575281	1593150	17870	-	1717	upstream	1717	DUSP8
chr11	1594868	1595347	480	*	X01083	1850	1575281	1593150	17870	-	1717	upstream	1717	DUSP8
chr11	2156738	2156787	50	*	X01091	619552	2155364	2155439	76	-	1298	upstream	1298	MIR483
chr11	2159649	2159966	318	*	X01095	51214	2161758	2169896	8139	+	1791	upstream	1791	IGF2-AS
